Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,San Perlita city,0.949,0,0,0.002,0.939
TX,San Saba town,0.77,0.056,0.008,0.003,0.421
TX,Sansom Park city,0.689,0.013,0.011,0.007,0.547
TX,Santa Anna town,0.843,0.048,0.007,0.002,0.224
TX,Santa Anna CDP,1,0,0,0,0.923
TX,Santa Clara city,0.905,0.01,0.007,0.003,0.188
TX,Santa Cruz CDP,1,0,0,0,1
TX,Santa Fe city,0.938,0.004,0.005,0.005,0.116
TX,Santa Maria CDP,0.256,0,0,0.001,0.995
TX,Santa Monica CDP,0.928,0,0,0,0.843
TX,Santa Rosa town,0.807,0.002,0.003,0,0.97
TX,Santa Rosa CDP,0.963,0,0,0,1
TX,Santel CDP,0.932,0,0,0,0.977
TX,San Ygnacio CDP,0.955,0,0.01,0,0.969
TX,Sarita CDP,0.853,0.021,0.025,0,0.79
TX,Savannah CDP,0.824,0.09,0.008,0.02,0.129
TX,Savoy city,0.934,0.023,0.02,0.005,0.036
TX,Scenic Oaks CDP,0.918,0.008,0.003,0.022,0.238
TX,Schertz city,0.788,0.086,0.007,0.023,0.257
TX,Schulenburg city,0.69,0.16,0.009,0.003,0.236
TX,Scissors CDP,0.905,0,0,0.001,0.975
TX,Scotland city,0.81,0,0.008,0,0.259
TX,Scottsville city,0.444,0.463,0.013,0.019,0.072
TX,Scurry town,0.915,0.021,0.023,0,0.059
TX,Seabrook city,0.85,0.041,0.005,0.044,0.142
TX,Seadrift city,0.817,0.004,0.007,0.064,0.371
TX,Seagoville city,0.672,0.168,0.01,0.005,0.327
TX,Seagraves city,0.734,0.057,0.007,0,0.656
TX,Sealy city,0.712,0.121,0.003,0.007,0.385
TX,Sebastian CDP,0.857,0.006,0.002,0,0.946
TX,Seco Mines CDP,0.943,0.009,0,0,0.964
TX,Seguin city,0.759,0.08,0.005,0.009,0.554
TX,Selma city,0.744,0.09,0.006,0.04,0.368
TX,Seminole city,0.819,0.018,0.005,0.005,0.407
TX,Serenada CDP,0.959,0.006,0.002,0.003,0.066
TX,Seth Ward CDP,0.626,0.018,0.008,0.001,0.744
TX,Seven Oaks city,0.27,0.694,0.036,0,0.009
TX,Seven Points city,0.937,0.01,0.002,0.001,0.1
TX,Seymour city,0.913,0.024,0.002,0.001,0.136
TX,Shadybrook CDP,0.881,0.054,0.008,0.003,0.05
TX,Shady Hollow CDP,0.902,0.024,0.006,0.026,0.155
TX,Shady Shores town,0.904,0.025,0.007,0.023,0.087
TX,Shallowater city,0.905,0.006,0.004,0.002,0.208
TX,Shamrock city,0.818,0.046,0.013,0.006,0.21
TX,Shavano Park city,0.912,0.011,0.002,0.038,0.213
TX,Sheldon CDP,0.684,0.03,0.023,0.011,0.666
TX,Shenandoah city,0.891,0.036,0.003,0.031,0.096
TX,Shepherd city,0.757,0.142,0.006,0.015,0.113
TX,Sherman city,0.716,0.111,0.014,0.017,0.205
TX,Sherwood Shores CDP,0.929,0.008,0.025,0,0.033
TX,Shiner city,0.855,0.097,0.002,0.004,0.075
TX,Shoreacres city,0.91,0.015,0.007,0.005,0.174
TX,Sienna Plantation CDP,0.651,0.181,0.004,0.11,0.121
TX,Sierra Blanca CDP,0.839,0.033,0.034,0.014,0.731
TX,Siesta Acres CDP,0.955,0,0.002,0.001,0.993
TX,Siesta Shores CDP,0.954,0.001,0.012,0.001,0.936
TX,Silsbee city,0.658,0.303,0.004,0.006,0.04
TX,Silverton city,0.87,0.022,0.003,0,0.319
TX,Simonton city,0.867,0.079,0.005,0.015,0.082
TX,Sinton city,0.871,0.024,0.005,0.005,0.716
TX,Skellytown town,0.939,0.004,0.015,0.011,0.051
TX,Skidmore CDP,0.83,0.023,0.005,0.003,0.628
TX,Slaton city,0.744,0.064,0.005,0.002,0.507
TX,Smiley city,0.668,0.002,0.013,0.002,0.67
TX,Smithville city,0.792,0.126,0.01,0.005,0.19
TX,Smyer town,0.8,0.025,0.002,0,0.38
TX,Snook city,0.689,0.235,0.004,0.002,0.125
TX,Snyder city,0.79,0.038,0.007,0.005,0.414
TX,Socorro city,0.943,0.002,0.016,0.001,0.967
TX,Solis CDP,0.85,0,0.002,0,0.84
TX,Somerset city,0.793,0.006,0.018,0,0.769
TX,Somerville city,0.623,0.254,0.009,0.001,0.265
TX,Sonora city,0.888,0.004,0.003,0.002,0.627
TX,Sour Lake city,0.921,0.023,0.004,0.009,0.051
TX,South Alamo CDP,0.96,0,0,0,0.99
TX,South Fork Estates CDP,0.857,0,0,0,0.971
TX,South Houston city,0.659,0.015,0.009,0.006,0.881
TX,Southlake city,0.883,0.021,0.003,0.062,0.055
TX,South La Paloma CDP,0.878,0,0,0,0.533
TX,Southmayd city,0.887,0.01,0.025,0.008,0.095
TX,South Mountain town,0.924,0.005,0,0.005,0.096
TX,South Padre Island town,0.934,0.011,0.005,0.014,0.294
TX,South Point CDP,0.901,0.005,0.007,0.001,0.975
TX,Southside Place city,0.78,0.026,0.004,0.154,0.08
TX,South Toledo Bend CDP,0.968,0.006,0.002,0.006,0.021
TX,Spade CDP,0.753,0.096,0,0,0.342
TX,Sparks CDP,0.902,0.001,0.006,0.001,0.991
TX,Spearman city,0.817,0.005,0.013,0.004,0.484
TX,Splendora city,0.926,0.011,0.002,0.007,0.098
TX,Spofford city,0.874,0.011,0,0,0.632
TX,Spring CDP,0.638,0.195,0.006,0.031,0.284
TX,Spring Gardens CDP,0.801,0.004,0,0.005,0.966
TX,Springlake town,0.833,0.019,0,0,0.231
TX,Springtown city,0.935,0.008,0.01,0.003,0.091
TX,Spring Valley Village city,0.918,0.009,0.002,0.051,0.077
TX,Spur city,0.804,0.067,0.016,0.006,0.394
TX,Stafford city,0.366,0.274,0.006,0.228,0.259
TX,Stagecoach town,0.931,0.015,0.011,0,0.112
TX,Stamford city,0.771,0.085,0.008,0.003,0.324
TX,Stanton city,0.796,0.022,0.004,0.004,0.554
TX,Staples city,0.854,0.007,0,0,0.416
TX,Star Harbor city,0.962,0,0.009,0.014,0.027
TX,Stephenville city,0.872,0.022,0.005,0.012,0.157
TX,Sterling City city,0.878,0.015,0.019,0,0.365
TX,Stinnett city,0.915,0.013,0.02,0.002,0.11
TX,Stockdale city,0.853,0.014,0.007,0.001,0.508
TX,Stonewall CDP,0.822,0.006,0.01,0,0.36
TX,Stowell CDP,0.576,0.217,0.006,0.001,0.309
TX,Stratford city,0.887,0.003,0.004,0,0.459
TX,Strawn city,0.881,0.006,0.003,0.003,0.26
TX,Streetman town,0.781,0.138,0.02,0.024,0.057
TX,Study Butte CDP,0.708,0,0.034,0,0.528
TX,Sudan city,0.805,0.044,0.017,0.001,0.387
TX,Sugar Land city,0.52,0.074,0.002,0.353,0.106
TX,Sullivan City city,0.987,0.001,0,0,0.996
TX,Sulphur Springs city,0.751,0.127,0.005,0.005,0.159
TX,Sundown city,0.832,0.011,0.009,0,0.445
TX,Sunnyvale town,0.684,0.062,0.004,0.204,0.087
TX,Sunray city,0.849,0.001,0.007,0.006,0.455
TX,Sunrise Beach Village city,0.985,0,0.004,0.001,0.038
TX,Sunset CDP (Montague County),0.944,0.01,0.008,0.002,0.054
TX,Sunset CDP (Starr County),1,0,0,0,1
TX,Sunset Acres CDP,1,0,0,0,0.87
TX,Sunset Valley city,0.838,0.013,0.004,0.079,0.178
TX,Sun Valley city,0.696,0,0.116,0.043,0.319
TX,Surfside Beach city,0.938,0.017,0.01,0.01,0.066
TX,Sweeny city,0.724,0.195,0.008,0.004,0.164
TX,Sweetwater city,0.818,0.062,0.005,0.006,0.383
TX,Taft city,0.788,0.027,0.005,0.001,0.755
TX,Taft Southwest CDP,0.835,0.01,0.012,0.001,0.955
TX,Tahoka city,0.786,0.039,0.015,0.002,0.497
TX,Talco city,0.756,0.132,0.016,0.008,0.194
TX,Talty town,0.839,0.08,0.016,0.005,0.105
TX,Tanquecitos South Acres CDP,0.991,0,0,0,0.991
TX,Tanquecitos South Acres II CDP,1,0,0,0,1
TX,Tatum city,0.677,0.156,0.006,0.006,0.235
TX,Taylor city,0.717,0.102,0.012,0.007,0.428
TX,Taylor Lake Village city,0.916,0.022,0.003,0.036,0.074
TX,Taylor Landing city,0.934,0.018,0,0.009,0.022
TX,Teague city,0.667,0.19,0.009,0.002,0.201
TX,Tehuacana town,0.887,0.085,0,0,0.053
TX,Temple city,0.681,0.169,0.006,0.021,0.237
TX,Tenaha town,0.396,0.379,0.003,0.004,0.24
TX,Terlingua CDP,0.914,0,0,0,0.052
TX,Terrell city,0.57,0.274,0.006,0.005,0.256
TX,Terrell Hills city,0.932,0.006,0.002,0.01,0.155
TX,Texarkana city,0.554,0.371,0.005,0.013,0.064
TX,Texas City city,0.56,0.297,0.007,0.01,0.27
TX,Texhoma city,0.902,0.009,0.003,0,0.217
TX,Texline town,0.773,0,0.008,0,0.355
TX,The Colony city,0.754,0.081,0.008,0.058,0.212
TX,The Hills village,0.941,0.015,0.008,0.021,0.064
TX,The Woodlands CDP,0.884,0.024,0.003,0.049,0.123
TX,Thompsons town,0.533,0.362,0,0.065,0.146
TX,Thompsonville CDP,0.783,0,0,0,0.717
TX,Thorndale city,0.796,0.076,0.004,0.005,0.23
TX,Thornton town,0.882,0.038,0.004,0.002,0.116
TX,Thorntonville town,0.83,0.008,0.004,0.004,0.418
TX,Thrall city,0.799,0.068,0.008,0.001,0.338
TX,Three Rivers city,0.902,0.005,0.006,0.004,0.486
TX,Throckmorton town,0.935,0.001,0.01,0.005,0.103
TX,Thunderbird Bay CDP,0.944,0.008,0.006,0.005,0.042
TX,Tierra Bonita CDP,0.518,0.043,0,0,0.957
TX,Tierra Dorada CDP,0.964,0,0,0,1
TX,Tierra Grande CDP,0.916,0.015,0.007,0,0.824
TX,Tierra Verde CDP,0.881,0.004,0,0,0.953
TX,Tiki Island village,0.951,0.013,0.002,0.018,0.05
TX,Tilden CDP,0.889,0.031,0,0,0.479
TX,Timbercreek Canyon village,0.962,0.002,0,0.005,0.029
TX,Timberwood Park CDP,0.798,0.049,0.004,0.045,0.313
TX,Timpson city,0.597,0.326,0,0.001,0.087
TX,Tioga town,0.858,0.017,0.011,0.004,0.12
TX,Tira town,0.956,0,0.003,0,0.061
TX,Tivoli CDP,0.823,0.021,0.002,0.008,0.781
TX,Toco city,0.227,0.72,0,0,0.093
TX,Todd Mission city,0.822,0.028,0,0,0.168
TX,Tolar city,0.956,0,0.003,0.009,0.063
TX,Tomball city,0.827,0.063,0.008,0.011,0.17
TX,Tom Bean city,0.936,0.007,0.013,0.002,0.05
TX,Tool city,0.954,0.008,0.006,0.001,0.05
TX,Tornillo CDP,0.835,0.002,0.001,0.001,0.987
TX,Toyah town,0.844,0.022,0.011,0,0.511
TX,Tradewinds CDP,0.589,0,0,0.006,0.822
TX,Travis Ranch CDP,0.749,0.139,0.004,0.041,0.162
TX,Trent town,0.893,0.015,0.006,0,0.095
TX,Trenton city,0.879,0.038,0.011,0,0.178
TX,Trinidad city,0.78,0.159,0.008,0,0.054
TX,Trinity city,0.559,0.284,0.002,0.006,0.206
TX,Trophy Club town,0.913,0.019,0.005,0.035,0.064
TX,Troup city,0.705,0.206,0.002,0.004,0.125
TX,Troy city,0.881,0.017,0.002,0.009,0.218
TX,Tuleta CDP,0.92,0,0.007,0.003,0.389
TX,Tulia city,0.707,0.102,0.008,0.002,0.45
TX,Tulsita CDP,0.929,0,0,0,0.071
TX,Turkey city,0.796,0.019,0,0,0.34
TX,Tuscola city,0.929,0.005,0.003,0.001,0.078
TX,Tye city,0.833,0.031,0.01,0.006,0.176
TX,Tyler city,0.605,0.248,0.005,0.019,0.212
TX,Tynan CDP,0.795,0,0,0,0.748
TX,Uhland city,0.681,0.025,0.006,0.008,0.612
TX,Uncertain city,0.787,0.213,0,0,0
TX,Union Grove city,0.95,0.036,0.008,0.003,0
TX,Union Valley city,0.86,0.039,0.003,0.003,0.127
TX,Universal City city,0.754,0.101,0.007,0.029,0.323
TX,University Park city,0.942,0.009,0.002,0.027,0.04
TX,Utopia CDP,0.947,0,0,0,0.093
TX,Uvalde city,0.78,0.008,0.005,0.007,0.784
TX,Uvalde Estates CDP,0.573,0.004,0.01,0.004,0.918
TX,Valentine town,0.851,0,0.022,0,0.582
TX,Valle Hermoso CDP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TX,Valle Verde CDP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TX,Valle Vista CDP,0.887,0,0,0.002,1
TX,Valley Mills city,0.88,0.047,0.004,0.002,0.155
TX,Valley View city,0.945,0.003,0.013,0.001,0.057
TX,Val Verde Park CDP,0.84,0.005,0.006,0.001,0.918
TX,Van city,0.94,0.015,0.009,0.005,0.103
TX,Van Alstyne city,0.887,0.045,0.008,0.007,0.094
TX,Vanderbilt CDP,0.83,0.066,0.003,0,0.405
TX,Van Horn town,0.78,0.006,0.013,0.01,0.795
TX,Van Vleck CDP,0.788,0.13,0.004,0.004,0.3
TX,Vega city,0.932,0.011,0.005,0.005,0.098
TX,Venus town,0.794,0.132,0.005,0.017,0.248
TX,Vernon city,0.757,0.094,0.011,0.008,0.284
TX,Victoria city,0.762,0.077,0.006,0.014,0.483
TX,Victoria Vera CDP,0.9,0,0,0,1
TX,Vidor city,0.957,0.001,0.005,0.005,0.051
TX,Villa del Sol CDP,0.817,0,0,0,0.954
TX,Villa Pancho CDP,0.91,0.003,0.008,0,0.963
TX,Villarreal CDP,1,0,0,0,1
TX,Villa Verde CDP,0.846,0.003,0.008,0.007,0.952
TX,Vinton village,0.864,0.006,0.001,0.001,0.944
TX,Volente village,0.917,0.008,0.002,0.037,0.079
TX,Von Ormy city,0.705,0.004,0.005,0.004,0.864
TX,Waco city,0.592,0.215,0.006,0.018,0.296
TX,Waelder city,0.502,0.133,0.012,0,0.776
TX,Wake Village city,0.674,0.253,0.007,0.009,0.053
TX,Waller city,0.644,0.209,0.01,0.009,0.266
TX,Wallis city,0.688,0.145,0.009,0.004,0.278
TX,Walnut Springs city,0.874,0.001,0.01,0,0.308
TX,Warren CDP,0.964,0.016,0.011,0,0.008
TX,Warren City city,0.879,0.077,0,0,0.06
TX,Waskom city,0.698,0.133,0.009,0.002,0.196
TX,Watauga city,0.793,0.059,0.009,0.051,0.201
TX,Waxahachie city,0.756,0.129,0.006,0.005,0.232
TX,Weatherford city,0.894,0.024,0.008,0.009,0.136
TX,Webberville village,0.857,0.082,0.003,0.003,0.49
TX,Webster city,0.596,0.136,0.007,0.045,0.34
TX,Weimar city,0.665,0.185,0.005,0.006,0.263
TX,Weinert city,0.919,0,0,0,0.256
TX,Weir city,0.896,0.004,0.011,0.004,0.311
TX,Welch CDP,0.793,0.027,0,0,0.518
TX,Wellington city,0.73,0.056,0.013,0.001,0.346
TX,Wellman city,0.783,0.01,0.005,0,0.409
TX,Wells town,0.772,0.167,0.006,0.001,0.061
TX,Wells Branch CDP,0.616,0.152,0.008,0.077,0.287
TX,Weslaco city,0.857,0.005,0.006,0.012,0.85
TX,West city,0.87,0.035,0.003,0.001,0.138
TX,West Alto Bonito CDP,0.93,0,0,0,0.999
TX,Westbrook city,0.802,0.032,0.024,0.004,0.312
TX,West Columbia city,0.723,0.165,0.007,0.006,0.225
TX,Westdale CDP,0.911,0.005,0.013,0.011,0.527
TX,Western Lake CDP,0.794,0.006,0.014,0.006,0.304
TX,Westlake town,0.856,0.025,0.005,0.094,0.048
TX,West Lake Hills city,0.942,0.002,0.006,0.022,0.05
TX,West Livingston CDP,0.637,0.22,0.005,0.003,0.196
TX,Westminster CDP,0.868,0.005,0.006,0,0.194
TX,West Odessa CDP,0.787,0.011,0.011,0.002,0.618
TX,Weston city,0.913,0.009,0,0,0.114
TX,Weston Lakes city,0.886,0.057,0.008,0.03,0.071
TX,West Orange city,0.837,0.061,0.006,0.005,0.123
TX,Westover Hills town,0.968,0.001,0,0.018,0.012
TX,West Sharyland CDP,0.985,0,0,0.002,0.982
TX,West Tawakoni city,0.927,0.008,0.008,0.01,0.067
TX,West University Place city,0.875,0.008,0.002,0.084,0.069
TX,Westway CDP,0.977,0.002,0,0,0.973
TX,Westwood Shores CDP,0.976,0.004,0.009,0.002,0.028
TX,Westworth Village city,0.814,0.057,0.006,0.013,0.261
TX,Wharton city,0.531,0.273,0.006,0.006,0.394
TX,Wheeler city,0.742,0.006,0.004,0.004,0.418
TX,White Deer town,0.952,0.001,0.016,0.001,0.066
TX,Whiteface town,0.704,0.045,0.018,0,0.492
TX,Whitehouse city,0.889,0.043,0.003,0.016,0.071
TX,White Oak city,0.923,0.023,0.006,0.005,0.053
TX,Whitesboro city,0.937,0.003,0.01,0.007,0.078
TX,White Settlement city,0.803,0.047,0.009,0.016,0.25
TX,Whitewright town,0.857,0.083,0.005,0.001,0.057
TX,Whitney town,0.839,0.068,0.003,0.002,0.135
TX,Wichita Falls city,0.732,0.127,0.01,0.024,0.189
TX,Wickett town,0.791,0.024,0.006,0.002,0.307
TX,Wild Peach Village CDP,0.845,0.087,0.005,0.004,0.145
TX,Wildwood CDP,0.977,0.002,0.004,0.006,0.025
TX,Willis city,0.567,0.182,0.009,0.004,0.38
TX,Willow Park city,0.956,0.008,0.007,0.007,0.051
TX,Wills Point city,0.81,0.118,0.007,0.003,0.122
TX,Wilmer city,0.484,0.218,0.009,0.002,0.509
TX,Wilson city,0.72,0.006,0.022,0,0.573
TX,Wimberley city,0.935,0.005,0.015,0.003,0.112
TX,Windcrest city,0.756,0.125,0.003,0.042,0.242
TX,Windemere CDP,0.533,0.218,0.003,0.044,0.345
TX,Windom town,0.93,0.04,0.015,0,0.045
TX,Windthorst town,0.831,0,0,0,0.262
TX,Winfield city,0.752,0.002,0.013,0,0.538
TX,Wink city,0.852,0.007,0.006,0,0.27
TX,Winnie CDP,0.813,0.033,0.008,0.004,0.23
TX,Winnsboro city,0.888,0.053,0.005,0.003,0.08
TX,Winona town,0.802,0.116,0.014,0.002,0.097
TX,Winters city,0.756,0.028,0.004,0,0.444
TX,Wixon Valley city,0.85,0.102,0.004,0,0.098
TX,Wolfe City city,0.789,0.13,0.018,0.003,0.086
TX,Wolfforth city,0.872,0.026,0.005,0.01,0.263
TX,Woodbranch city,0.927,0.017,0.005,0.004,0.08
TX,Woodcreek city,0.972,0.001,0.005,0.004,0.054
TX,Woodloch town,0.937,0.034,0,0,0.087
TX,Woodsboro town,0.747,0.052,0.003,0.001,0.534
TX,Woodson town,0.928,0.027,0,0,0.159
TX,Woodville town,0.7,0.265,0.003,0.006,0.044
TX,Woodway city,0.913,0.029,0.005,0.022,0.069
TX,Wortham town,0.769,0.182,0.002,0,0.076
TX,Wyldwood CDP,0.761,0.054,0.013,0.01,0.275
TX,Wylie city,0.712,0.124,0.006,0.056,0.179
TX,Yantis town,0.933,0,0.015,0,0.124
TX,Yoakum city,0.722,0.103,0.003,0.002,0.438
TX,Yorktown city,0.811,0.028,0.004,0,0.448
TX,Yznaga CDP,0.912,0,0,0,0.956
TX,Zapata CDP,0.924,0,0.001,0.002,0.95
TX,Zapata Ranch CDP,0.852,0,0,0,0.981
TX,Zarate CDP,1,0,0,0,1
TX,Zavalla city,0.971,0.007,0.007,0,0.014
TX,Zuehl CDP,0.952,0,0.008,0.013,0.122
UT,Alpine city,0.957,0.006,0.002,0.009,0.024
UT,Alta town,0.935,0,0.003,0.013,0.042
UT,Altamont town,0.96,0,0.022,0,0.013
UT,Alton town,0.891,0,0.025,0.025,0.05
UT,Amalga town,0.893,0,0.008,0.006,0.107
UT,American Fork city,0.926,0.004,0.005,0.009,0.074
UT,Aneth CDP,0.01,0,0.976,0,0.016
UT,Annabella town,0.99,0,0.004,0.001,0.005
UT,Antimony town,0.918,0,0.025,0.016,0.041
UT,Apple Valley town,0.943,0,0.03,0.001,0.033
UT,Aurora city,0.967,0.001,0,0.001,0.028
UT,Avon CDP,0.962,0,0,0.008,0.033
UT,Ballard town,0.905,0.001,0.047,0.005,0.044
UT,Bear River City city,0.971,0.004,0.005,0.005,0.042
UT,Beaver city,0.884,0.002,0.009,0.017,0.121
UT,Benjamin CDP,0.978,0.002,0.001,0.003,0.02
UT,Benson CDP,0.954,0.002,0.005,0.001,0.057
UT,Beryl Junction CDP,0.543,0,0.036,0,0.518
UT,Bicknell town,0.96,0,0.006,0.003,0.034
UT,Big Water town,0.933,0.008,0.025,0.008,0.029
UT,Blanding city,0.661,0.003,0.294,0.003,0.038
UT,Bluebell CDP,0.939,0.014,0.003,0,0.024
UT,Bluff CDP,0.682,0.008,0.256,0,0.05
UT,Bluffdale city,0.958,0.004,0.003,0.004,0.044
UT,Bonanza CDP,1,0,0,0,0
UT,Boulder town,0.973,0,0.004,0.009,0.066
UT,Bountiful city,0.931,0.005,0.004,0.014,0.049
UT,Brian Head town,0.892,0.012,0,0,0.12
UT,Brigham City city,0.893,0.005,0.015,0.006,0.108
UT,Bryce Canyon City town,0.626,0.005,0.045,0.187,0.242
UT,Cache CDP,1,0,0,0,0.132
UT,Cannonville town,0.952,0,0.006,0,0.012
UT,Carbonville CDP,0.9,0.003,0.016,0.001,0.123
UT,Castle Dale city,0.971,0.002,0.013,0.002,0.029
UT,Castle Valley town,0.972,0,0.003,0.006,0.019
UT,Cedar City city,0.894,0.007,0.027,0.009,0.079
UT,Cedar Fort town,0.959,0,0,0.003,0.011
UT,Cedar Hills city,0.952,0.004,0.003,0.01,0.042
UT,Centerfield town,0.916,0.002,0.004,0.002,0.109
UT,Centerville city,0.951,0.004,0.003,0.012,0.037
UT,Central CDP,0.961,0,0.005,0.008,0.036
UT,Central Valley town,0.983,0.004,0.002,0,0.021
UT,Charleston town,0.937,0.005,0.012,0.002,0.053
UT,Circleville town,0.892,0.002,0.002,0,0.17
UT,Clarkston town,0.985,0,0,0.002,0.023
UT,Clawson town,0.982,0,0,0,0.018
UT,Clear Creek CDP,1,0,0,0,0
UT,Clearfield city,0.816,0.031,0.008,0.026,0.161
UT,Cleveland town,0.996,0,0.002,0.002,0.002
UT,Clinton city,0.883,0.013,0.005,0.023,0.113
UT,Coalville city,0.829,0.001,0.011,0.003,0.169
UT,Copperton CDP,0.91,0.002,0.006,0.004,0.115
UT,Corinne city,0.895,0.001,0.006,0.007,0.109
UT,Cornish town,0.889,0,0.003,0.003,0.122
UT,Cottonwood Heights city,0.913,0.009,0.004,0.032,0.051
UT,Cove CDP,0.983,0.002,0.002,0.002,0.011
UT,Dammeron Valley CDP,0.966,0,0.005,0.007,0.015
UT,Daniel town,0.977,0,0.002,0.001,0.036
UT,Delta city,0.811,0.002,0.008,0.004,0.205
UT,Deseret CDP,0.977,0,0.014,0,0.023
UT,Deweyville town,0.97,0.003,0.003,0.003,0.009
UT,Draper city,0.904,0.014,0.006,0.025,0.07
UT,Duchesne city,0.943,0.004,0.012,0.002,0.044
UT,Dugway CDP,0.836,0.031,0.009,0.035,0.097
UT,Dutch John CDP,0.972,0,0.007,0.014,0.014
UT,Eagle Mountain city,0.919,0.006,0.005,0.006,0.086
UT,East Carbon city,0.905,0.005,0.009,0.002,0.211
UT,Echo CDP,0.964,0,0.036,0,0.196
UT,Eden CDP,0.958,0.01,0.002,0.005,0.032
UT,Elberta CDP,0.695,0,0,0,0.324
UT,Elk Ridge city,0.966,0.002,0,0.003,0.028
UT,Elmo town,0.957,0.007,0.005,0.002,0.043
UT,Elsinore town,0.936,0,0.02,0.008,0.053
UT,Elwood town,0.944,0.001,0.001,0.013,0.044
UT,Emery town,0.955,0,0.007,0.01,0.031
UT,Emigration Canyon CDP,0.942,0.007,0,0.028,0.028
UT,Enoch city,0.927,0.001,0.016,0.005,0.067
UT,Enterprise CDP,0.962,0.005,0.013,0.003,0.04
UT,Enterprise city,0.925,0.003,0.013,0.001,0.077
UT,Ephraim city,0.892,0.011,0.006,0.015,0.097
UT,Erda CDP,0.931,0.007,0.008,0.009,0.077
UT,Escalante city,0.954,0.001,0.021,0.005,0.035
UT,Eureka city,0.984,0,0.006,0,0.039
UT,Fairfield town,0.958,0,0,0,0.042
UT,Fairview city,0.969,0,0.005,0.002,0.033
UT,Farmington city,0.95,0.007,0.003,0.009,0.043
UT,Farr West city,0.955,0.003,0.003,0.006,0.052
UT,Fayette town,0.872,0,0.021,0,0.074
UT,Ferron city,0.96,0.005,0.01,0.002,0.026
UT,Fielding town,0.938,0,0.013,0.002,0.075
UT,Fillmore city,0.831,0,0.011,0.016,0.172
UT,Flaming Gorge CDP,0.976,0,0,0,0.048
UT,Fort Duchesne CDP,0.035,0.001,0.934,0.001,0.025
UT,Fountain Green city,0.926,0.006,0.01,0,0.085
UT,Francis town,0.948,0.002,0.005,0.002,0.062
UT,Fremont CDP,0.979,0,0,0.007,0.021
UT,Fruit Heights city,0.958,0.005,0.001,0.012,0.031
UT,Garden CDP,1,0,0,0,0.011
UT,Garden City town,0.977,0,0.004,0.009,0.059
UT,Garland city,0.911,0.001,0.005,0.015,0.1
UT,Genola town,0.923,0.005,0.001,0.001,0.085
UT,Glendale town,0.982,0,0.005,0,0.024
UT,Glenwood town,0.989,0,0,0.004,0.006
UT,Goshen town,0.863,0.005,0.005,0,0.134
UT,Granite CDP,0.946,0.005,0.001,0.024,0.031
UT,Grantsville city,0.951,0.001,0.007,0.001,0.051
UT,Green River city,0.792,0.003,0.007,0.005,0.214
UT,Gunnison city,0.807,0.03,0.031,0.001,0.154
UT,Halchita CDP,0.008,0,0.989,0,0.011
UT,Halls Crossing CDP,1,0,0,0,0
UT,Hanksville town,0.982,0,0,0.005,0.009
UT,Harrisville city,0.924,0.006,0.004,0.013,0.084
UT,Hatch town,0.992,0,0,0,0.008
UT,Heber city,0.877,0.004,0.008,0.011,0.184
UT,Helper city,0.936,0.003,0.018,0.003,0.134
UT,Henefer town,0.977,0,0.003,0.001,0.039
UT,Henrieville town,0.965,0,0.017,0,0.017
UT,Herriman city,0.933,0.006,0.003,0.013,0.062
UT,Hideout town,0.46,0.011,0.002,0.005,0.77
UT,Highland city,0.959,0.005,0.002,0.007,0.028
UT,Hildale city,0.992,0,0.001,0,0.004
UT,Hinckley town,0.921,0,0.01,0,0.116
UT,Holden town,0.966,0,0.013,0.003,0.029
UT,Holladay city,0.918,0.009,0.003,0.028,0.047
UT,Honeyville city,0.933,0.005,0,0.017,0.044
UT,Hooper city,0.946,0.004,0.006,0.009,0.053
UT,Howell town,0.971,0,0,0,0.045
UT,Hoytsville CDP,0.904,0.003,0.003,0.002,0.105
UT,Huntington city,0.913,0.002,0.009,0.003,0.089
UT,Huntsville town,0.967,0.002,0.003,0.002,0.01
UT,Hurricane city,0.913,0.005,0.013,0.005,0.072
UT,Hyde Park city,0.965,0.003,0.002,0.008,0.041
UT,Hyrum city,0.857,0.003,0.005,0.004,0.175
UT,Independence town,0.982,0,0,0.006,0.098
UT,Ivins city,0.933,0.006,0.013,0.003,0.057
UT,Jensen CDP,0.913,0.002,0,0,0.063
UT,Joseph town,0.988,0.003,0,0,0.017
UT,Junction town,0.969,0,0,0.026,0.031
UT,Kamas city,0.859,0.007,0.002,0.002,0.195
UT,Kanab city,0.962,0.003,0.01,0.003,0.042
UT,Kanarraville town,0.969,0,0.008,0.006,0.037
UT,Kanosh town,0.909,0,0.004,0,0.076
UT,Kaysville city,0.952,0.005,0.003,0.008,0.045
UT,Kearns CDP,0.703,0.014,0.014,0.021,0.328
UT,Kenilworth CDP,0.928,0,0,0,0.2
UT,Kingston town,0.994,0,0,0,0.017
UT,Koosharem town,0.911,0.015,0.003,0.003,0.101
UT,Lake Shore CDP,0.952,0.004,0,0.006,0.033
UT,Laketown town,0.964,0,0,0.004,0.012
UT,La Sal CDP,0.982,0,0.005,0,0.089
UT,La Verkin city,0.914,0.005,0.015,0.003,0.085
UT,Layton city,0.873,0.017,0.005,0.021,0.112
