Geographic Area,City,poverty_rate
NC,Randleman city,0.255
NC,Ranlo town,0.128
NC,Raynham town,0.136
NC,Red Cross town,0.086
NC,Red Oak town,0.056
NC,Red Springs town,0.581
NC,Reidsville city,0.199
NC,Rennert town,0.371
NC,Rex CDP,0
NC,Rhodhiss town,0.245
NC,Richfield town,0.112
NC,Richlands town,0.093
NC,Rich Square town,0.236
NC,Riegelwood CDP,0.358
NC,River Bend town,0.072
NC,River Road CDP,0.087
NC,Roanoke Rapids city,0.227
NC,Robbins town,0.434
NC,Robbinsville town,0.316
NC,Robersonville town,0.22
NC,Rockfish CDP,0.102
NC,Rockingham city,0.266
NC,Rockwell town,0.099
NC,Rocky Mount city,0.259
NC,Rocky Point CDP,0.128
NC,Rodanthe CDP,0.241
NC,Rolesville town,0.08
NC,Ronda town,0.23
NC,Roper town,0.548
NC,Roseboro town,0.198
NC,Rose Hill town,0.217
NC,Rosman town,0.369
NC,Rougemont CDP,0.017
NC,Rowland town,0.362
NC,Roxboro city,0.418
NC,Roxobel town,0.103
NC,Royal Pines CDP,0.024
NC,Ruffin CDP,0.172
NC,Rural Hall town,0.129
NC,Ruth town,0.15
NC,Rutherford College town,0.091
NC,Rutherfordton town,0.178
NC,St. Helena village,0.085
NC,St. James town,0.018
NC,St. Pauls town,0.296
NC,St. Stephens CDP,0.168
NC,Salem CDP,0.12
NC,Salemburg town,0.168
NC,Salisbury city,0.233
NC,Saluda city,0.08
NC,Salvo CDP,0.038
NC,Sandy Creek town,0.118
NC,Sandyfield town,0.206
NC,Sanford city,0.215
NC,Saratoga town,0.252
NC,Sawmills town,0.189
NC,Saxapahaw CDP,0.041
NC,Scotch Meadows CDP,0.128
NC,Scotland Neck town,0.488
NC,Seaboard town,0.238
NC,Sea Breeze CDP,0.035
NC,Seagrove town,0.164
NC,Sedalia town,0.147
NC,Selma town,0.427
NC,Seven Devils town,0.042
NC,Seven Lakes CDP,0.055
NC,Seven Springs town,0.2
NC,Severn town,0.365
NC,Shallotte town,0.157
NC,Shannon CDP,0.304
NC,Sharpsburg town,0.305
NC,Shelby city,0.29
NC,Siler City town,0.263
NC,Silver City CDP,0.376
NC,Silver Lake CDP,0.269
NC,Simpson village,0.094
NC,Sims town,0.282
NC,Skippers Corner CDP,0.126
NC,Smithfield town,0.289
NC,Sneads Ferry CDP,0.28
NC,Snow Hill town,0.265
NC,Southern Pines town,0.159
NC,Southern Shores town,0.022
NC,South Henderson CDP,0.296
NC,South Mills CDP,0
NC,Southmont CDP,0.133
NC,Southport city,0.131
NC,South Rosemary CDP,0.341
NC,South Weldon CDP,0.773
NC,Sparta town,0.344
NC,Speed town,0.053
NC,Spencer town,0.218
NC,Spencer Mountain town,0
NC,Spindale town,0.197
NC,Spivey's Corner CDP,0.055
NC,Spring Hope town,0.292
NC,Spring Lake town,0.214
NC,Spruce Pine town,0.265
NC,Staley town,0.306
NC,Stallings town,0.073
NC,Stanfield town,0.065
NC,Stanley town,0.106
NC,Stantonsburg town,0.247
NC,Star town,0.228
NC,Statesville city,0.284
NC,Stedman town,0.085
NC,Stem town,0.045
NC,Stokes CDP,0.357
NC,Stokesdale town,0.133
NC,Stoneville town,0.106
NC,Stonewall town,0.16
NC,Stony Point CDP,0.239
NC,Stovall town,0.144
NC,Sugar Mountain village,0.041
NC,Summerfield town,0.02
NC,Sunbury CDP,0.109
NC,Sunset Beach town,0.095
NC,Surf City town,0.174
NC,Swannanoa CDP,0.246
NC,Swan Quarter CDP,0.108
NC,Swansboro town,0.261
NC,Swepsonville town,0.052
NC,Sylva town,0.196
NC,Tabor City town,0.451
NC,Tarboro town,0.17
NC,Tar Heel town,0.306
NC,Taylorsville town,0.316
NC,Taylortown town,0.396
NC,Teachey town,0.155
NC,Thomasville city,0.238
NC,Toast CDP,0.212
NC,Tobaccoville village,0.109
NC,Topsail Beach town,0.048
NC,Trenton town,0.415
NC,Trent Woods town,0.031
NC,Trinity city,0.148
NC,Troutman town,0.098
NC,Troy town,0.452
NC,Tryon town,0.14
NC,Turkey town,0.096
NC,Tyro CDP,0.118
NC,Unionville town,0.04
NC,Valdese town,0.237
NC,Valle Crucis CDP,0
NC,Valley Hill CDP,0.174
NC,Vanceboro town,0.284
NC,Vandemere town,0.07
NC,Vander CDP,0.137
NC,Vann Crossroads CDP,0.131
NC,Varnamtown town,0.175
NC,Vass town,0.157
NC,Waco town,0.376
NC,Wade town,0.167
NC,Wadesboro town,0.322
NC,Wagram town,0.201
NC,Wake Forest town,0.07
NC,Wakulla CDP,0
NC,Walkertown town,0.131
NC,Wallace town,0.196
NC,Wallburg town,0.074
NC,Walnut Cove town,0.202
NC,Walnut Creek village,0.022
NC,Walstonburg town,0.028
NC,Wanchese CDP,0.055
NC,Warrenton town,0.292
NC,Warsaw town,0.468
NC,Washington city,0.243
NC,Washington Park town,0.036
NC,Watha town,0.167
NC,Waves CDP,0
NC,Waxhaw town,0.041
NC,Waynesville town,0.186
NC,Weaverville town,0.076
NC,Webster town,0.296
NC,Weddington town,0.016
NC,Welcome CDP,0.119
NC,Weldon town,0.266
NC,Wendell town,0.209
NC,Wentworth town,0.098
NC,Wesley Chapel village,0.034
NC,West Canton CDP,0.071
NC,West Jefferson town,0.302
NC,West Marion CDP,0.138
NC,Westport CDP,0.043
NC,Whispering Pines village,0.047
NC,Whitakers town,0.273
NC,White Lake town,0.123
NC,White Oak CDP,0.502
NC,White Plains CDP,0.196
NC,Whiteville city,0.4
NC,Whitsett town,0.056
NC,Wilkesboro town,0.305
NC,Williamston town,0.207
NC,Wilmington city,0.234
NC,Wilson city,0.259
NC,Wilson's Mills town,0.227
NC,Windsor town,0.278
NC,Winfall town,0.314
NC,Wingate town,0.262
NC,Winston-Salem city,0.248
NC,Winterville town,0.115
NC,Winton town,0.383
NC,Woodfin town,0.178
NC,Woodland town,0.54
NC,Woodlawn CDP,0.062
NC,Wrightsboro CDP,0.132
NC,Wrightsville Beach town,0.183
NC,Yadkinville town,0.34
NC,Yanceyville town,0.449
NC,Youngsville town,0.138
NC,Zebulon town,0.212
ND,Abercrombie city,0.203
ND,Adams city,0.227
ND,Alamo city,0.014
ND,Alexander city,0.013
ND,Alice city,0.03
ND,Almont city,0.031
ND,Alsen city,0
ND,Ambrose city,0
ND,Amenia city,0.024
ND,Amidon city,0.063
ND,Anamoose city,0.045
ND,Aneta city,0.133
ND,Antler city,0.2
ND,Ardoch city,0.02
ND,Argusville city,0.011
ND,Arnegard city,0.261
ND,Arthur city,0.047
ND,Ashley city,0.138
ND,Auburn CDP,0
ND,Ayr city,0.25
ND,Balfour city,0.444
ND,Balta city,0.22
ND,Bantry city,0.333
ND,Barney city,0.037
ND,Barton CDP,0
ND,Bathgate city,0.096
ND,Beach city,0.143
ND,Belcourt CDP,0.281
ND,Belfield city,0.039
ND,Benedict city,0
ND,Bergen city,0
ND,Berlin city,0.032
ND,Berthold city,0.022
ND,Beulah city,0.087
ND,Binford city,0.146
ND,Bisbee city,0.145
ND,Bismarck city,0.096
ND,Blanchard CDP,0
ND,Bottineau city,0.061
ND,Bowbells city,0.224
ND,Bowdon city,0.098
ND,Bowman city,0.105
ND,Braddock city,0
ND,Briarwood city,0
ND,Brinsmade city,0.086
ND,Brocket city,0.011
ND,Brooktree Park CDP,0
ND,Buchanan city,0
ND,Bucyrus city,0.053
ND,Buffalo city,0.052
ND,Burlington city,0.027
ND,Butte city,0.118
ND,Buxton city,0.015
ND,Caledonia CDP,0
ND,Calio city,0
ND,Calvin city,0
ND,Cando city,0.198
ND,Cannon Ball CDP,0.456
ND,Canton City city,0
ND,Carpio city,0.102
ND,Carrington city,0.092
ND,Carson city,0.134
ND,Casselton city,0.056
ND,Cathay city,0.094
ND,Cavalier city,0.043
ND,Cayuga city,0.233
ND,Center city,0.116
ND,Christine city,0.029
ND,Churchs Ferry city,0
ND,Cleveland city,0
ND,Clifford city,0.211
ND,Cogswell city,0.051
ND,Coleharbor city,0.143
ND,Colfax city,0.025
ND,Columbus city,0.365
ND,Conway city,0.444
ND,Cooperstown city,0.091
ND,Courtenay city,0.298
ND,Crary city,0.038
ND,Crosby city,0.069
ND,Crystal city,0.035
ND,Dahlen CDP,0
ND,Davenport city,0.063
ND,Dawson city,0.027
ND,Dazey city,0.153
ND,Deering city,0.18
ND,De Lamere CDP,0.1
ND,Denhoff CDP,0.643
ND,Des Lacs city,0.101
ND,Devils Lake city,0.136
ND,Dickey city,0.133
ND,Dickinson city,0.071
ND,Dodge city,0.278
ND,Donnybrook city,0.082
ND,Douglas city,0.075
ND,Drake city,0.172
ND,Drayton city,0.072
ND,Driscoll CDP,0.365
ND,Dunn Center city,0.021
ND,Dunseith city,0.522
ND,Dwight city,0
ND,East Dunseith CDP,0.463
ND,East Fairview CDP,0.125
ND,Edgeley city,0.095
ND,Edinburg city,0.1
ND,Edmore city,0.082
ND,Egeland city,0.04
ND,Elgin city,0.201
ND,Ellendale city,0.137
ND,Elliott city,0.067
ND,Embden CDP,0
ND,Emerado city,0.239
ND,Enderlin city,0.127
ND,Englevale CDP,0
ND,Epping city,0.062
ND,Erie CDP,0.034
ND,Esmond city,0.136
ND,Fairdale city,0.281
ND,Fairmount city,0.085
ND,Fargo city,0.149
ND,Fessenden city,0.013
ND,Fingal city,0.032
ND,Finley city,0.091
ND,Flasher city,0.047
ND,Flaxton city,0.085
ND,Forbes city,0.03
ND,Fordville city,0.036
ND,Forest River city,0.032
ND,Forman city,0.11
ND,Fort Ransom city,0.065
ND,Fort Totten CDP,0.682
ND,Fortuna city,0
ND,Fort Yates city,0.34
ND,Four Bears Village CDP,0.453
ND,Foxholm CDP,0.172
ND,Fredonia city,0
ND,Frontier city,0
ND,Fullerton city,0
ND,Gackle city,0.123
ND,Galesburg city,0.137
ND,Gardena city,0
ND,Gardner city,0.068
ND,Garrison city,0.153
ND,Gascoyne city,0.091
ND,Gilby city,0.121
ND,Gladstone city,0.128
ND,Glenburn city,0.148
ND,Glenfield city,0.081
ND,Glen Ullin city,0.078
ND,Golden Valley city,0.083
ND,Golva city,0.029
ND,Goodrich city,0.181
ND,Grace City city,0.207
ND,Grafton city,0.153
ND,Grand Forks city,0.204
ND,Grand Forks AFB CDP,0.057
ND,Grandin city,0.009
ND,Grano city,0
ND,Granville city,0.068
ND,Great Bend city,0.348
ND,Green Acres CDP,0.73
ND,Grenora city,0.051
ND,Gwinner city,0.038
ND,Hague city,0.07
ND,Halliday city,0.093
ND,Hamberg city,0.125
ND,Hamilton city,0
ND,Hampden city,0.028
ND,Hankinson city,0.161
ND,Hannaford city,0.113
ND,Hannah city,0.3
ND,Hansboro city,0.333
ND,Harmon CDP,0
ND,Harvey city,0.077
ND,Harwood city,0.006
ND,Hatton city,0.149
ND,Havana city,0.029
ND,Haynes city,0
ND,Hazelton city,0.211
ND,Hazen city,0.073
ND,Hebron city,0.089
ND,Heil CDP,0.176
ND,Heimdal CDP,0
ND,Hettinger city,0.088
ND,Hillsboro city,0.12
ND,Hoople city,0.096
ND,Hope city,0.03
ND,Horace city,0.012
ND,Hunter city,0.119
ND,Hurdsfield city,0.034
ND,Inkster city,0.033
ND,Jamestown city,0.128
ND,Jessie CDP,0
ND,Jud city,0.07
ND,Karlsruhe city,0
ND,Kathryn city,0.111
ND,Kenmare city,0.046
ND,Kensal city,0.025
ND,Kief city,0.222
ND,Killdeer city,0.104
ND,Kindred city,0.12
ND,Knox city,0.206
ND,Kramer city,0.15
ND,Kulm city,0.058
ND,Lakota city,0.075
ND,LaMoure city,0.1
ND,Landa city,0.259
ND,Langdon city,0.061
ND,Lankin city,0.093
ND,Lansford city,0.076
ND,Larimore city,0.104
ND,Larson CDP,0
ND,Lawton city,0.05
ND,Leal city,0.053
ND,Leeds city,0.124
ND,Lehr city,0.158
ND,Leith city,0
ND,Leonard city,0.095
ND,Lidgerwood city,0.142
ND,Lignite city,0.077
ND,Lincoln city,0.018
ND,Linton city,0.1
ND,Lisbon city,0.084
ND,Litchville city,0.303
ND,Logan CDP,0.127
ND,Loma city,0
ND,Loraine city,0
ND,Ludden city,0
ND,Luverne city,0.107
ND,McClusky city,0.222
ND,McHenry city,0.468
ND,McLeod CDP,0
ND,McVille city,0.087
ND,Maddock city,0.14
ND,Makoti city,0.127
ND,Mandan city,0.093
ND,Mandaree CDP,0.551
ND,Manning CDP,0.136
ND,Mantador city,0.195
ND,Manvel city,0.081
ND,Mapleton city,0.072
ND,Marion city,0.079
ND,Marmarth city,0.266
ND,Martin city,0.083
ND,Max city,0.085
ND,Maxbass city,0.596
ND,Mayville city,0.154
ND,Medina city,0.128
ND,Medora city,0.158
ND,Menoken CDP,0.024
ND,Mercer city,0.158
ND,Michigan City city,0.049
ND,Milnor city,0.048
ND,Milton city,0.033
ND,Minnewaukan city,0.164
ND,Minot city,0.081
ND,Minot AFB CDP,0.09
ND,Minto city,0.061
ND,Mohall city,0.074
ND,Monango city,0.037
ND,Montpelier city,0.102
ND,Mooreton city,0.143
ND,Mott city,0.173
ND,Mountain city,0.089
ND,Munich city,0.052
ND,Mylo city,0.1
ND,Napoleon city,0.098
ND,Nash CDP,0
ND,Neche city,0.028
ND,Nekoma city,0
ND,Newburg city,0.007
ND,New England city,0.091
ND,New Leipzig city,0.105
ND,New Rockford city,0.161
ND,New Salem city,0.081
ND,New Town city,0.199
ND,Niagara city,0.049
ND,Nome city,0
ND,Noonan city,0.255
ND,North River city,0
ND,Northwood city,0.091
ND,Oakes city,0.051
ND,Oberon city,0.277
ND,Oriska city,0.275
ND,Orrin CDP,#VALUE!
ND,Osnabrock city,0.145
ND,Overly city,0.522
ND,Oxbow city,0.024
ND,Page city,0.068
ND,Palermo city,0.154
ND,Park River city,0.149
ND,Parshall city,0.186
ND,Pekin city,0
ND,Pembina city,0.051
ND,Perth city,0
ND,Petersburg city,0.22
ND,Pettibone city,0.095
ND,Pick City city,0.136
ND,Pillsbury city,0
ND,Pingree city,0.034
ND,Pisek city,0.027
ND,Plaza city,0.167
ND,Porcupine CDP,0.293
ND,Portal city,0.026
ND,Portland city,0.244
ND,Powers Lake city,0.124
ND,Prairie Rose city,0
ND,Raleigh CDP,0
ND,Ray city,0.051
ND,Reeder city,0.088
ND,Regan city,0.579
ND,Regent city,0.132
ND,Reile's Acres city,0.006
ND,Reynolds city,0.16
ND,Rhame city,0.063
ND,Richardton city,0.053
ND,Riverdale city,0.028
ND,Robinson city,0.242
ND,Rocklake city,0.284
ND,Rogers city,0
ND,Rolette city,0.22
ND,Rolla city,0.302
ND,Ross city,0.568
ND,Rugby city,0.185
ND,Ruso city,0
ND,Ruthville CDP,0.373
ND,Rutland city,0.061
ND,Ryder city,0.107
ND,St. John city,0.203
ND,St. Thomas city,0.023
ND,Sanborn city,0.04
ND,Sarles city,0.235
ND,Sawyer city,0.036
ND,Scranton city,0.076
ND,Selfridge city,0.361
ND,Selz CDP,1
ND,Sentinel Butte city,0.033
ND,Sharon city,0.11
ND,Sheldon city,0.013
ND,Shell Valley CDP,0.335
ND,Sherwood city,0.049
ND,Sheyenne city,0.151
ND,Sibley city,0.424
ND,Solen city,0.267
ND,Souris city,0.176
ND,South Heart city,0.058
ND,Spiritwood CDP,0
ND,Spiritwood Lake city,0.038
ND,Springbrook city,0
ND,Stanley city,0.07
ND,Stanton city,0.008
ND,Starkweather city,0.195
ND,Steele city,0.109
ND,Strasburg city,0.172
ND,Streeter city,0.108
ND,Surrey city,0
ND,Sutton CDP,0.333
ND,Sykeston city,0.043
ND,Tappen city,0.156
ND,Taylor city,0.145
ND,Thompson city,0.037
ND,Tioga city,0.037
ND,Tolley city,0.069
ND,Tolna city,0.047
ND,Tower City city,0.094
ND,Towner city,0.133
ND,Turtle Lake city,0.139
ND,Tuttle city,0.236
ND,Underwood city,0.124
ND,Upham city,0.262
ND,Valley City city,0.085
ND,Velva city,0.248
ND,Venturia city,0
ND,Verona city,0.141
ND,Voltaire city,0.244
ND,Wahpeton city,0.132
ND,Walcott city,0
ND,Wales city,0.081
ND,Walhalla city,0.161
ND,Warwick city,0.205
ND,Washburn city,0.054
ND,Watford City city,0.063
ND,West Fargo city,0.071
ND,Westhope city,0.098
ND,Wheatland CDP,0
ND,White Earth city,0.617
ND,White Shield CDP,0.322
ND,Wildrose city,0.115
ND,Williston city,0.11
ND,Willow City city,0.101
ND,Wilton city,0.121
ND,Wimbledon city,0.036
ND,Wing city,0.079
ND,Wishek city,0.115
ND,Wolford city,0.154
ND,Woodworth city,0.036
ND,Wyndmere city,0.088
ND,York city,0.07
ND,Ypsilanti CDP,0.088
ND,Zap city,0.129
ND,Zeeland city,0.5
OH,Aberdeen village,0.281
OH,Ada village,0.223
OH,Adamsville village,0.376
OH,Addyston village,0.16
OH,Adelphi village,0.321
OH,Adena village,0.183
OH,Akron city,0.265
OH,Albany village,0.156
OH,Alexandria village,0.08
OH,Alger village,0.259
OH,Alliance city,0.254
OH,Alvordton CDP,0.081
OH,Amanda village,0.112
OH,Amberley village,0.036
OH,Amelia village,0.118
OH,Amesville village,0.13
OH,Amherst city,0.08
OH,Amsterdam village,0.163
OH,Andersonville CDP,0.142
OH,Andover village,0.175
OH,Anna village,0.049
OH,Ansonia village,0.287
OH,Antioch village,0.109
OH,Antwerp village,0.198
OH,Apple Creek village,0.104
OH,Apple Valley CDP,0.075
OH,Aquilla village,0.169
OH,Arcadia village,0.076
OH,Arcanum village,0.128
OH,Archbold village,0.138
OH,Arlington village,0.135
OH,Arlington Heights village,0.153
OH,Ashland city,0.148
OH,Ashley village,0.174
OH,Ashtabula city,0.348
OH,Ashville village,0.132
OH,Athalia village,0.242
OH,Athens city,0.569
OH,Attica village,0.112
OH,Atwater CDP,0.141
OH,Aurora city,0.03
OH,Austinburg CDP,0.17
OH,Austintown CDP,0.113
OH,Avon city,0.037
OH,Avon Lake city,0.035
OH,Bailey Lakes village,0.059
OH,Bainbridge CDP,0.025
OH,Bainbridge village,0.221
OH,Bairdstown village,0.044
OH,Ballville CDP,0.062
OH,Baltic village,0.051
OH,Baltimore village,0.217
OH,Bannock CDP,0.024
OH,Barberton city,0.195
OH,Barnesville village,0.166
OH,Barnhill village,0.203
OH,Bascom CDP,0
OH,Batavia village,0.206
OH,Batesville village,0.151
OH,Bay View village,0.064
OH,Bay Village city,0.034
OH,Beach City village,0.175
OH,Beachwood city,0.027
OH,Beallsville village,0.236
OH,Beaver village,0.407
OH,Beavercreek city,0.052
OH,Beaverdam village,0.137
OH,Beckett Ridge CDP,0.045
OH,Bedford city,0.117
OH,Bedford Heights city,0.149
OH,Beechwood Trails CDP,0
OH,Bellaire village,0.303
OH,Bellbrook city,0.026
OH,Belle Center village,0.106
OH,Bellefontaine city,0.203
OH,Belle Valley village,0.218
OH,Bellevue city,0.103
OH,Bellville village,0.043
OH,Belmont village,0.087
OH,Belmore village,0.218
OH,Beloit village,0.118
OH,Belpre city,0.203
OH,Bentleyville village,0.022
OH,Benton Ridge village,0.036
OH,Bentonville CDP,0
OH,Berea city,0.097
OH,Bergholz village,0.259
OH,Berkey village,0.041
OH,Berlin CDP,0.052
OH,Berlin Heights village,0.109
OH,Bethel village,0.166
OH,Bethesda village,0.239
OH,Bettsville village,0.131
OH,Beulah Beach CDP,0
OH,Beverly village,0.192
OH,Bexley city,0.091
OH,Blacklick Estates CDP,0.16
OH,Bladensburg CDP,0.398
OH,Blakeslee village,0.03
OH,Blanchester village,0.155
OH,Bloomdale village,0.065
OH,Bloomingburg village,0.317
OH,Bloomingdale village,0.169
OH,Bloomville village,0.211
OH,Blue Ash city,0.053
OH,Blue Jay CDP,0
OH,Bluffton village,0.097
OH,Boardman CDP,0.1
OH,Bolindale CDP,0.197
OH,Bolivar village,0.053
OH,Boston Heights village,0.028
OH,Botkins village,0.068
OH,Bourneville CDP,0
OH,Bowerston village,0.279
OH,Bowersville village,0.194
OH,Bowling Green city,0.336
OH,Bradford village,0.118
OH,Bradner village,0.075
OH,Brady Lake village,0.205
OH,Bratenahl village,0.075
OH,Brecksville city,0.03
OH,Brecon CDP,0.849
OH,Bremen village,0.136
OH,Brewster village,0.149
OH,Brice village,0.127
OH,Bridgeport village,0.188
OH,Bridgetown CDP,0.084
OH,Brilliant CDP,0.2
OH,Brimfield CDP,0.172
OH,Broadview Heights city,0.041
OH,Brookfield Center CDP,0.044
OH,Brooklyn city,0.134
OH,Brooklyn Heights village,0.052
OH,Brook Park city,0.095
OH,Brookside village,0.164
OH,Brookville city,0.089
OH,Broughton village,0.196
OH,Brownsville CDP,0
OH,Brunswick city,0.084
OH,Bryan city,0.195
OH,Buchtel village,0.12
OH,Buckeye Lake village,0.242
OH,Buckland village,0.104
OH,Bucyrus city,0.2
OH,Buffalo CDP,0
OH,Buford CDP,0.036
OH,Burbank village,0.123
OH,Burgoon village,0.062
OH,Burkettsville village,0.017
OH,Burlington CDP,0.117
OH,Burton village,0.146
OH,Butler village,0.105
OH,Butlerville village,0.182
OH,Byesville village,0.258
OH,Cadiz village,0.156
OH,Cairo village,0.116
OH,Calcutta CDP,0.066
OH,Caldwell village,0.23
OH,Caledonia village,0.142
OH,Cambridge city,0.308
OH,Camden village,0.194
OH,Campbell city,0.268
OH,Camp Dennison CDP,0.187
OH,Canal Fulton city,0.116
OH,Canal Lewisville CDP,0.232
OH,Canal Winchester city,0.017
OH,Candlewood Lake CDP,0.074
OH,Canfield city,0.057
OH,Canton city,0.323
OH,Carbon Hill CDP,0.223
OH,Cardington village,0.272
OH,Carey village,0.108
OH,Carlisle village,0.088
OH,Carroll village,0.062
OH,Carrollton village,0.136
OH,Casstown village,0.051
OH,Castalia village,0.093
OH,Castine village,0.151
OH,Catawba village,0.305
OH,Cecil village,0.277
OH,Cedarville village,0.285
OH,Celeryville CDP,0.087
OH,Celina city,0.119
OH,Centerburg village,0.189
OH,Centerville village,0.043
OH,Centerville city,0.056
OH,Chagrin Falls village,0.029
OH,Champion Heights CDP,0.073
OH,Chardon city,0.106
OH,Chatfield village,0.077
OH,Chauncey village,0.366
OH,Cherry Fork village,0.104
OH,Cherry Grove CDP,0.068
OH,Chesapeake village,0.159
OH,Cheshire village,0.159
OH,Chesterhill village,0.222
OH,Chesterland CDP,0.059
OH,Chesterville village,0.095
OH,Cheviot city,0.236
OH,Chickasaw village,0.044
OH,Chillicothe city,0.243
OH,Chilo village,0.258
OH,Chippewa Lake village,0.109
OH,Chippewa Park CDP,0.243
OH,Choctaw Lake CDP,0.036
OH,Christiansburg village,0.106
OH,Churchill CDP,0.169
OH,Cincinnati city,0.305
OH,Cinnamon Lake CDP,0.109
OH,Circleville city,0.202
OH,Clarington village,0.172
OH,Clarksburg village,0.364
OH,Clarksville village,0.319
OH,Clarktown CDP,0.204
OH,Clay Center village,0.202
OH,Clayton city,0.082
OH,Cleveland city,0.362
OH,Cleveland Heights city,0.193
OH,Cleves village,0.129
OH,Clifton village,0.145
OH,Clinton village,0.15
OH,Cloverdale village,0.222
OH,Clyde city,0.152
OH,Coal Grove village,0.214
OH,Coalton village,0.332
OH,Coldstream CDP,0.019
OH,Coldwater village,0.06
OH,College Corner village,0.152
OH,Collins CDP,0.025
OH,Columbiana city,0.089
OH,Columbus city,0.217
OH,Columbus Grove village,0.087
OH,Commercial Point village,0.057
OH,Concorde Hills CDP,0
OH,Conesville village,0.142
OH,Congress village,0.07
OH,Conneaut city,0.221
OH,Connorville CDP,0.138
OH,Continental village,0.059
OH,Convoy village,0.148
OH,Coolville village,0.299
OH,Corning village,0.297
OH,Cortland city,0.096
OH,Corwin village,0.043
OH,Coshocton city,0.17
OH,Covedale CDP,0.055
OH,Covington village,0.199
OH,Craig Beach village,0.117
OH,Crestline village,0.281
OH,Creston village,0.121
OH,Cridersville village,0.218
OH,Crooksville village,0.209
OH,Crown City village,0.246
OH,Crystal Lakes CDP,0.345
OH,Crystal Rock CDP,0.087
OH,Cumberland village,0.255
OH,Curtice CDP,0.049
OH,Custar village,0.2
OH,Cuyahoga Falls city,0.123
OH,Cuyahoga Heights village,0.175
OH,Cygnet village,0.166
OH,Cynthiana CDP,#VALUE!
OH,Dalton village,0.038
OH,Damascus CDP,0
OH,Danville village,0.197
OH,Darbydale CDP,0.205
OH,Darbyville village,0.131
OH,Darrtown CDP,0
OH,Day Heights CDP,0.13
OH,Dayton city,0.355
OH,Deer Park city,0.076
OH,Deersville village,0.456
OH,Defiance city,0.183
OH,De Graff village,0.17
OH,Delaware city,0.093
OH,Delhi Hills CDP,0.044
OH,Dellroy village,0.147
OH,Delphos city,0.112
OH,Delshire CDP,0.082
OH,Delta village,0.135
OH,Dennison village,0.282
OH,Dent CDP,0.055
OH,Derby CDP,0.015
OH,Deshler village,0.196
OH,Devola CDP,0.038
OH,Dexter City village,0.211
OH,Dillonvale CDP,0.085
OH,Dillonvale village,0.216
OH,Dola CDP,0.282
OH,Donnelsville village,0.092
OH,Dover city,0.131
OH,Doylestown village,0.063
OH,Dresden village,0.211
OH,Drexel CDP,0.265
OH,Dry Ridge CDP,0.026
OH,Dry Run CDP,0.007
OH,Dublin city,0.026
OH,Duncan Falls CDP,0.077
OH,Dundee CDP,0.016
OH,Dunkirk village,0.294
OH,Dunlap CDP,0.02
OH,Dupont village,0.171
OH,East Canton village,0.065
OH,East Cleveland city,0.426
OH,East Fultonham CDP,0.28
OH,Eastlake city,0.091
OH,East Liberty CDP,0.069
OH,East Liverpool city,0.289
OH,East Palestine village,0.173
OH,East Rochester CDP,0
OH,East Sparta village,0.153
OH,East Springfield CDP,0.325
OH,Eaton city,0.227
OH,Eaton Estates CDP,0.157
OH,Edgerton village,0.145
OH,Edgewood CDP,0.232
OH,Edison village,0.216
OH,Edon village,0.228
OH,Eldorado village,0.144
OH,Elgin village,0.156
OH,Elida village,0.019
